,element,GW,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_missed,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,open_play_crosses,big_chances_created,clearances_blocks_interception,recoveries,key_passes,tackles,attempted_passes,completed_passes,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,total_points,threshold
439,134,6,25,0,0,0,0,0,0,0,0,0,0,3.4,0.6,17.0,2.1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,1,0
440,134,7,25,0,0,0,1,0,0,0,0,0,1,0.0,0.5,24.0,2.3,0,0,0,0,0,0,7,4,0,0,0,0,1,1,0,0,1,0
441,134,8,22,1,0,0,0,0,0,0,0,0,20,34.6,0.8,36.0,7.1,0,0,0,0,0,0,6,5,1,0,0,2,0,0,2,0,5,0
442,134,9,78,0,0,0,2,0,0,0,0,0,6,4.8,20.8,20.0,4.6,0,0,3,2,1,0,31,25,0,0,0,1,2,1,2,0,2,0
443,134,10,73,1,0,1,0,0,0,1,0,0,17,36.4,13.8,66.0,11.6,0,0,1,0,1,0,14,11,2,0,0,3,0,2,4,1,5,0
444,134,11,90,2,0,0,1,0,0,0,0,3,57,75.6,14.6,85.0,17.5,0,0,0,4,1,3,18,15,1,0,0,0,4,1,0,0,13,1
445,134,12,90,0,0,1,0,0,0,1,0,0,-10,7.2,15.9,39.0,6.2,0,0,0,1,1,0,16,12,2,0,0,2,5,0,1,0,1,0
446,134,13,57,0,0,0,3,0,0,0,0,0,-1,0.0,12.8,16.0,2.8,0,0,0,3,1,0,13,11,0,0,0,1,3,1,1,0,1,0
447,134,14,20,0,0,0,0,0,0,1,0,0,-7,0.0,0.3,7.0,0.3,0,0,0,0,0,0,4,3,1,0,0,2,0,1,1,0,0,0
448,134,15,64,0,0,0,2,0,0,0,0,0,-3,0.0,11.9,9.0,1.7,0,0,0,3,1,0,13,10,2,0,0,2,0,2,2,1,2,0
449,134,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,134,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,134,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,134,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,496,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,496,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,496,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,496,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,496,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,496,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,496,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,496,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,496,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,496,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,496,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,496,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,496,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,496,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,496,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,496,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,496,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,496,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,496,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,151,1,90,1,0,1,0,0,0,1,0,0,17,37.4,8.3,52.0,9.8,0,0,0,2,0,1,25,19,1,0,0,8,1,0,2,2,5,0
473,151,2,90,0,0,0,2,0,0,0,0,0,8,16.4,19.1,47.0,8.3,2,0,0,3,1,1,27,14,0,0,0,7,1,0,1,5,2,0
474,151,3,90,1,0,0,2,0,0,1,0,0,18,35.6,14.0,19.0,6.9,0,0,0,2,1,0,18,13,0,0,0,8,0,0,2,0,5,0
475,151,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,151,5,90,1,0,1,0,0,0,1,0,2,27,39.4,26.2,62.0,12.8,0,0,0,5,2,0,20,18,0,0,0,6,0,1,1,2,7,1
477,151,6,90,0,0,1,0,0,0,0,0,0,11,8.6,7.7,26.0,4.2,0,0,0,4,0,3,45,38,0,0,0,7,1,1,0,3,2,0
478,151,7,90,0,1,0,2,0,0,0,0,1,19,25.4,24.9,14.0,6.4,0,0,0,2,2,0,32,27,0,0,0,4,1,0,0,3,6,1
479,151,8,90,0,0,0,1,0,0,0,0,0,3,7.2,13.9,16.0,3.7,0,0,0,1,1,0,31,23,0,0,0,9,0,0,0,3,2,0
480,151,9,90,0,0,0,2,0,0,0,0,0,0,0.6,8.0,12.0,2.1,0,0,0,7,0,1,25,22,0,0,0,8,0,1,3,2,2,0
481,151,10,90,0,1,0,2,0,0,0,0,0,12,10.4,36.8,46.0,9.3,0,0,0,5,3,0,28,22,0,0,0,6,0,2,1,2,5,0
482,151,11,90,0,0,0,3,0,0,0,0,0,7,21.2,31.9,14.0,6.7,0,0,1,7,3,0,20,14,0,0,0,8,1,0,1,6,2,0
483,151,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,151,13,90,0,0,1,0,0,0,0,0,0,3,0.0,26.4,36.0,6.1,0,1,0,0,2,0,32,26,0,0,0,6,1,2,4,1,2,0
485,151,14,90,0,0,1,0,0,0,0,0,0,-1,12.0,16.0,82.0,11.0,0,0,0,4,1,0,42,29,0,0,0,8,0,2,2,3,2,0
486,151,15,90,0,1,0,3,0,0,1,0,0,11,9.8,55.0,18.0,8.3,3,0,0,0,4,0,33,27,0,0,0,10,0,0,4,2,4,0
487,151,16,90,0,0,0,3,0,0,1,0,0,1,13.8,7.9,19.0,4.1,1,0,0,3,0,0,32,22,0,0,0,6,0,0,1,3,1,0
488,151,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,151,18,87,0,0,0,2,0,0,1,0,0,-4,1.6,11.3,0.0,1.3,0,0,1,6,1,0,22,15,0,0,0,9,1,0,2,2,1,0
490,151,19,90,0,0,1,0,0,0,0,0,0,11,19.2,57.4,68.0,14.5,0,0,0,3,5,0,42,35,0,0,0,10,0,2,0,7,2,0
491,152,1,82,0,0,1,0,0,0,0,0,0,9,13.6,24.0,48.0,8.6,0,1,1,2,2,0,28,14,0,0,0,2,0,0,2,2,2,0
492,152,2,69,0,0,0,1,0,0,0,0,0,0,0.6,12.1,5.0,1.8,0,0,1,5,1,0,21,12,0,0,0,5,1,1,1,0,2,0
493,152,3,84,0,0,0,2,0,0,0,0,0,-1,0.0,3.3,27.0,2.8,0,0,1,2,0,0,30,16,0,0,0,0,3,2,2,0,2,0
494,152,4,90,0,0,0,2,0,0,0,0,0,-3,0.0,11.3,90.0,10.1,0,0,0,0,1,0,20,8,1,0,0,2,0,4,2,1,2,0
495,152,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,152,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,152,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,152,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,152,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,152,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,152,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,152,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,152,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,152,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,152,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,152,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,152,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,152,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,152,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,153,1,7,0,0,0,0,0,0,0,0,0,4,2.2,10.3,2.0,1.5,0,0,0,3,1,0,4,3,0,0,0,1,0,0,0,0,1,0
511,153,2,20,0,0,0,1,0,0,0,0,0,3,0.4,0.8,0.0,0.1,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1,0
512,153,3,5,0,0,0,0,0,0,0,0,0,2,0.0,0.3,6.0,0.4,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0
513,153,4,14,0,0,0,1,0,0,0,0,0,6,1.2,10.5,8.0,2.0,0,1,0,0,1,0,3,2,0,0,0,0,0,0,1,0,1,0
514,153,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,153,6,19,0,0,0,0,0,0,0,0,0,2,1.2,1.4,0.0,0.3,0,0,1,1,0,0,4,4,0,0,0,0,0,0,1,0,1,0
516,153,7,8,0,0,0,1,0,0,0,0,0,1,0.0,0.5,6.0,0.4,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,1,0
517,153,8,8,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
518,153,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,153,10,26,0,0,0,0,0,0,0,0,0,5,5.2,0.3,4.0,1.0,0,0,2,1,0,0,7,2,0,0,0,0,0,0,0,1,1,0
520,153,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,153,12,20,0,0,0,0,0,0,0,0,0,0,3.4,0.8,17.0,2.1,0,0,0,2,0,0,8,5,1,0,0,0,0,0,0,0,1,0
522,153,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,153,14,2,0,0,0,0,0,0,0,0,0,1,1.0,0.5,2.0,0.4,0,0,0,1,0,0,4,3,0,0,0,3,0,0,0,1,1,0
524,153,15,32,0,0,0,0,0,0,0,0,0,3,4.2,11.8,10.0,2.6,0,0,0,1,1,0,7,5,0,0,0,0,0,1,0,0,1,0
525,153,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,153,17,12,0,0,0,0,0,0,0,0,0,3,0.4,0.8,4.0,0.5,0,0,0,2,0,0,9,5,0,0,0,0,0,0,0,0,1,0
527,153,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,153,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,444,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,444,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,444,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,444,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,444,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,444,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,444,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,444,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,444,9,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
538,444,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,444,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,444,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,444,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,444,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,444,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,444,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,444,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,444,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,444,19,27,0,0,0,0,0,0,0,0,0,3,6.0,30.6,47.0,8.4,0,0,1,1,3,0,4,3,0,0,0,0,0,2,1,0,1,0
548,505,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,505,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,505,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,505,4,75,0,0,0,1,0,0,0,0,0,3,3.0,2.7,88.0,9.4,0,0,4,4,0,1,13,10,0,0,0,6,0,1,2,1,2,0
552,505,5,90,0,1,1,0,0,0,0,0,0,8,16.6,22.5,4.0,4.3,0,0,0,2,2,0,16,12,0,0,0,4,2,0,4,1,5,0
553,505,6,70,0,0,1,0,0,0,0,0,0,3,6.0,11.2,9.0,2.6,0,0,1,1,1,1,12,11,0,0,0,4,0,1,1,0,2,0
554,505,7,81,0,0,0,1,0,0,0,0,0,7,5.0,12.5,9.0,2.7,0,0,0,5,1,1,21,17,0,0,0,1,0,1,1,0,2,0
555,505,8,71,0,0,0,1,0,0,0,0,0,3,4.0,16.2,9.0,2.9,0,0,2,0,1,0,15,13,0,0,0,2,0,1,3,1,2,0
556,505,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,505,10,63,0,0,0,2,0,0,1,0,0,0,1.6,3.3,6.0,1.1,0,0,1,3,0,0,14,12,0,0,0,2,0,0,2,0,1,0
558,505,11,19,0,0,0,0,0,0,0,0,0,0,1.4,0.7,0.0,0.2,0,0,1,0,0,0,4,4,0,0,0,1,0,0,2,0,1,0
559,505,12,90,0,0,0,1,0,0,0,0,0,-2,3.2,12.2,25.0,4.0,0,0,1,1,1,0,18,14,0,0,0,4,1,0,4,0,2,0
560,505,13,1,0,0,0,0,0,0,0,0,0,5,4.0,10.5,0.0,1.5,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,1,0
561,505,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,505,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,505,16,24,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,0,1,0
564,505,17,77,0,0,1,0,0,0,0,0,0,-1,0.4,3.9,28.0,3.2,0,0,1,1,0,3,11,6,0,0,0,5,4,2,2,0,2,0
565,505,18,2,0,0,0,0,0,0,0,0,0,3,0.2,0.0,2.0,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
566,505,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,175,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,175,2,15,0,0,0,0,0,0,0,0,0,2,4.4,6.2,2.0,1.3,0,0,1,1,0,0,9,7,0,0,0,0,0,0,1,0,1,0
569,175,3,6,0,0,0,0,0,0,0,0,0,3,3.2,11.8,0.0,1.5,0,0,1,2,1,0,6,4,0,0,0,0,0,0,1,0,1,0
570,175,4,90,1,0,0,1,0,0,0,0,1,25,39.2,2.3,25.0,6.7,0,0,5,5,0,2,20,12,0,0,0,8,0,2,2,0,7,1
571,175,5,90,0,0,0,3,0,0,1,0,0,3,2.2,1.4,6.0,1.0,0,0,0,3,0,0,19,9,0,0,0,3,0,0,1,3,1,0
572,175,6,71,0,0,0,2,0,0,0,0,0,-3,0.4,2.8,4.0,0.7,0,0,2,2,0,0,13,8,1,0,0,4,1,0,2,0,2,0
573,175,7,54,0,0,0,0,0,0,0,0,0,1,0.0,1.2,42.0,4.1,0,0,0,2,0,0,10,6,0,0,0,1,0,0,1,0,1,0
574,175,8,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,1.0,0.1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
575,175,9,8,1,0,0,0,0,0,0,0,1,30,33.4,0.3,25.0,5.9,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,1
576,175,10,12,0,0,0,0,0,0,0,0,0,2,1.2,0.3,17.0,1.9,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0,0,1,0
577,175,11,5,0,0,0,0,0,0,0,0,0,4,1.2,0.3,0.0,0.2,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,1,1,0
578,175,12,1,0,0,0,0,0,0,0,0,0,2,2.0,0.3,0.0,0.2,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0
579,175,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,175,14,1,0,0,0,1,0,0,0,0,0,5,2.0,0.3,6.0,0.8,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0
581,175,15,12,0,0,0,0,0,0,0,0,0,3,0.0,1.0,24.0,2.3,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0
582,175,16,24,0,0,0,0,0,0,0,0,0,2,2.0,0.2,0.0,0.2,0,0,0,2,0,0,4,3,0,0,0,1,0,0,0,0,1,0
583,175,17,90,1,0,0,3,0,0,1,0,0,21,35.6,12.1,41.0,8.9,0,0,0,3,1,0,16,10,0,0,0,5,2,1,0,0,5,0
584,175,18,90,0,1,0,6,0,0,0,0,0,16,14.6,13.8,5.0,3.3,0,1,0,1,1,0,16,10,0,0,0,1,0,1,3,2,5,0
585,175,19,66,0,1,0,1,0,0,0,0,0,13,0.0,14.2,3.0,1.5,0,0,0,2,1,0,18,11,0,0,0,1,0,1,3,2,5,0
586,176,1,9,0,0,0,0,0,0,0,0,0,1,0.6,0.5,2.0,0.3,0,0,0,0,0,0,9,5,0,0,0,2,0,0,0,0,1,0
587,176,2,4,0,0,0,0,0,0,0,0,0,2,0.0,0.5,2.0,0.2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,1,0
588,176,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,176,4,14,0,0,0,0,0,0,0,0,0,0,2.2,10.5,2.0,1.5,0,0,0,2,1,0,3,2,0,0,0,4,0,0,0,0,1,0
590,176,5,21,0,0,0,0,0,0,0,0,0,-5,0.0,1.6,10.0,0.9,0,0,0,1,0,0,5,3,1,0,0,3,1,2,0,1,1,0
591,176,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,176,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,176,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,176,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,176,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,176,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,176,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,176,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,176,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,176,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,176,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,176,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,176,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,176,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,177,1,80,0,1,0,2,0,0,0,0,0,18,25.0,17.2,11.0,5.3,1,0,1,3,1,1,24,17,0,0,0,2,0,0,0,0,5,0
606,177,2,74,0,0,0,1,0,0,0,0,0,4,9.0,1.3,38.0,4.8,0,0,1,3,0,0,18,10,0,0,0,1,1,1,0,0,2,0
607,177,3,83,0,1,0,2,0,0,1,0,0,9,14.6,27.0,7.0,4.9,0,0,1,8,2,1,26,20,0,0,0,5,0,2,2,0,4,0
608,177,4,90,0,0,0,1,0,0,0,0,0,2,0.0,2.2,15.0,1.3,0,0,0,3,0,0,15,10,0,0,0,2,0,2,1,0,2,0
609,177,5,68,0,0,0,3,0,0,0,0,0,3,5.6,2.3,44.0,5.2,0,0,0,1,0,1,11,9,1,0,0,1,0,1,0,0,2,0
610,177,6,18,0,0,0,0,0,0,0,0,0,3,4.2,0.3,9.0,1.4,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,1,1,0
